44	230	3.0
36	968	3.0
22	558	3.0
40	208	3.0
49	474	1.0
92	741	3.0
39	434	3.0
6	141	2.0
68	1220	3.0
9	1432	3.0
39	209	5.0
4	1294	3.0
59	10	2.0
67	754	3.0
96	133	5.0
24	384	5.0
85	558	4.0
30	285	3.0
15	189	4.0
44	187	2.0
68	348	4.0
89	272	5.0
60	1	3.0
36	2	2.0
11	365	5.0
6	685	2.0
40	90	5.0
62	179	5.0
11	734	5.0
81	268	5.0
57	214	4.0
56	894	2.0
93	158	3.0
87	1114	2.0
83	340	4.0
13	471	3.0
60	615	3.0
65	877	5.0
73	159	2.0
39	126	5.0
52	499	4.0
15	18	3.0
89	748	3.0
5	108	5.0
31	474	4.0
11	778	4.0
24	684	3.0
52	509	4.0
29	225	2.0
36	618	4.0
22	183	4.0
41	140	4.0
49	712	2.0
57	210	4.0
32	180	4.0
73	545	3.0
59	1045	4.0
27	641	3.0
60	1221	3.0
59	236	4.0
67	740	4.0
71	273	3.0
41	172	5.0
73	863	3.0
73	317	5.0
1	870	3.0
31	1406	3.0
62	54	3.0
31	172	4.0
27	124	4.0
39	69	4.0
18	408	3.0
28	331	3.0
13	778	3.0
99	10	5.0
83	888	5.0
22	298	1.0
44	30	2.0
12	380	4.0
13	404	2.0
1	738	5.0
26	150	5.0
94	195	5.0
95	306	3.0
74	117	4.0
68	365	3.0
62	209	5.0
37	0	3.0
20	124	3.0
33	221	4.0
53	58	5.0
37	173	3.0
97	303	4.0
18	217	1.0
60	117	3.0
70	780	4.0
12	49	4.0
67	10	5.0
59	392	4.0
31	58	2.0
74	136	2.0
68	924	3.0
74	691	4.0
82	688	3.0
52	384	2.0
67	733	3.0
5	180	5.0
50	126	4.0
13	939	2.0
62	549	3.0
59	57	4.0
99	97	5.0
24	232	4.0
27	210	5.0
54	116	1.0
11	654	5.0
55	493	3.0
6	155	4.0
68	1057	3.0
62	707	2.0
67	179	4.0
74	878	3.0
11	1219	5.0
5	587	4.0
51	268	5.0
3	244	4.0
2	105	1.0
46	339	3.0
22	216	3.0
62	762	3.0
77	201	5.0
49	253	3.0
90	312	5.0
97	236	4.0
49	496	4.0
49	661	3.0
40	596	4.0
41	392	2.0
11	627	5.0
36	1038	3.0
18	47	4.0
73	116	3.0
11	65	2.0
62	70	5.0
40	215	4.0
57	451	2.0
17	309	3.0
62	415	5.0
85	830	1.0
39	78	5.0
3	255	2.0
24	522	3.0
65	172	4.0
97	116	5.0
73	201	3.0
1	254	5.0
13	208	3.0
87	647	4.0
1	782	4.0
5	205	5.0
60	582	3.0
82	301	5.0
47	527	4.0
13	78	4.0
90	257	5.0
67	146	3.0
99	1013	3.0
72	322	3.0
11	978	4.0
67	133	4.0
38	448	4.0
3	894	4.0
59	1032	4.0
99	150	5.0
3	682	1.0
6	731	2.0
90	988	4.0
58	312	3.0
6	1477	2.0
40	400	4.0
80	250	3.0
35	873	5.0
11	195	5.0
92	14	4.0
22	716	3.0
75	690	4.0
52	324	1.0
36	872	4.0
11	450	1.0
82	297	5.0
3	878	3.0
40	3	4.0
49	927	4.0
0	234	4.0
36	146	3.0
49	71	4.0
22	236	4.0
6	470	2.0
73	523	4.0
49	745	4.0
39	822	2.0
27	204	5.0
50	55	5.0
3	1384	4.0
39	579	3.0
60	175	3.0
7	220	4.0
36	1037	4.0
11	447	4.0
72	293	3.0
27	484	5.0
92	290	3.0
71	282	5.0
79	115	1.0
39	706	5.0
85	664	1.0
11	543	4.0
60	580	2.0
87	356	4.0
4	267	4.0
70	635	4.0
57	960	4.0
82	695	3.0
38	49	5.0
62	735	3.0
31	93	3.0
17	680	3.0
6	180	4.0
85	234	5.0
3	258	1.0
92	244	4.0
50	671	2.0
57	1092	1.0
80	273	2.0
73	659	4.0
49	1375	2.0
49	519	4.0
99	57	5.0
53	502	4.0
19	331	5.0
67	474	4.0
29	539	4.0
85	231	5.0
60	481	3.0
49	88	4.0
27	213	5.0
37	209	2.0
3	1383	3.0
90	878	5.0
3	1392	2.0
6	247	3.0
6	215	3.0
17	0	1.0
70	950	4.0
59	43	3.0
3	247	4.0
40	465	4.0
41	132	2.0
99	588	4.0
68	317	5.0
18	62	4.0
13	26	3.0
75	209	5.0
27	192	5.0
40	683	4.0
27	419	5.0
85	796	4.0
5	464	5.0
4	300	3.0
20	236	4.0
49	664	2.0
29	654	5.0
93	233	4.0
40	558	4.0
49	104	3.0
57	772	3.0
75	356	5.0
99	418	4.0
11	69	4.0
6	1619	2.0
87	193	4.0
27	38	5.0
40	316	4.0
55	704	3.0
67	173	4.0
99	1072	5.0
32	247	3.0
52	225	3.0
18	1282	3.0
84	85	2.0
11	586	4.0
67	2	4.0
94	256	3.0
44	225	3.0
6	1443	3.0
13	54	4.0
40	113	5.0
16	257	5.0
3	1243	3.0
31	108	2.0
46	285	3.0
80	409	3.0
64	901	5.0
49	499	5.0
7	252	3.0
70	201	4.0
68	590	3.0
11	478	3.0
75	194	4.0
59	49	4.0
44	49	5.0
88	331	3.0
0	275	5.0
70	27	4.0
99	202	4.0
27	163	5.0
0	122	2.0
49	196	3.0
44	454	4.0
67	68	3.0
87	418	3.0
30	244	3.0
63	285	4.0
6	281	3.0
43	64	3.0
39	735	4.0
89	254	4.0
64	305	5.0
68	845	4.0
2	124	4.0
36	321	4.0
3	292	2.0
27	590	3.0
49	584	3.0
73	977	3.0
8	507	5.0
36	277	4.0
43	356	5.0
11	671	1.0
11	954	3.0
60	272	4.0
13	707	3.0
18	434	3.0
68	422	4.0
31	466	4.0
39	185	5.0
52	27	4.0
60	777	3.0
70	431	4.0
62	210	5.0
61	332	4.0
74	362	1.0
58	244	3.0
60	650	4.0
40	274	4.0
87	515	2.0
41	196	4.0
27	10	3.0
30	287	3.0
60	55	4.0
7	241	4.0
49	560	2.0
67	460	3.0
62	608	5.0
82	434	4.0
30	293	4.0
76	305	3.0
60	549	3.0
17	114	1.0
67	21	3.0
74	96	4.0
54	179	3.0
49	755	2.0
40	234	5.0
40	1302	2.0
26	99	5.0
13	57	3.0
0	712	5.0
6	68	4.0
59	173	5.0
3	1378	3.0
62	615	5.0
85	577	3.0
92	8	1.0
50	82	2.0
82	191	4.0
12	142	5.0
5	110	5.0
9	305	3.0
3	877	3.0
99	527	5.0
41	482	4.0
13	194	4.0
39	124	3.0
41	500	5.0
46	296	5.0
44	1490	1.0
13	181	4.0
24	264	4.0
60	257	4.0
67	190	4.0
77	432	4.0
93	182	5.0
67	216	4.0
44	1108	2.0
40	421	3.0
27	259	1.0
57	447	5.0
49	13	2.0
67	545	4.0
19	305	5.0
14	287	4.0
99	27	4.0
70	186	5.0
40	1108	4.0
27	536	3.0
46	221	4.0
62	95	5.0
57	99	5.0
60	155	4.0
22	0	3.0
4	312	5.0
80	119	1.0
44	146	1.0
67	427	4.0
99	123	4.0
33	226	3.0
65	268	5.0
73	21	3.0
67	1072	5.0
85	1118	4.0
60	178	3.0
13	1047	3.0
31	54	4.0
80	1193	4.0
3	1597	2.0
70	228	3.0
42	301	4.0
11	1043	3.0
55	524	4.0
0	272	5.0
82	270	5.0
52	174	4.0
13	808	2.0
82	1244	4.0
27	51	4.0
59	1530	4.0
67	472	4.0
85	93	3.0
6	187	5.0
57	193	3.0
99	117	3.0
24	227	4.0
35	680	5.0
99	172	5.0
3	351	1.0
13	82	3.0
27	679	4.0
16	310	4.0
89	1093	5.0
27	581	5.0
15	197	5.0
85	184	5.0
9	318	3.0
27	551	4.0
48	116	3.0
0	287	3.0
11	281	5.0
36	300	2.0
11	184	5.0
50	779	4.0
3	983	2.0
27	568	4.0
60	62	2.0
67	261	4.0
62	384	3.0
6	199	4.0
49	442	2.0
60	1202	4.0
52	282	4.0
75	125	4.0
6	596	4.0
13	95	4.0
92	507	3.0
68	279	4.0
57	157	3.0
53	131	3.0
11	152	3.0
3	937	3.0
87	82	5.0
90	688	4.0
6	181	3.0
24	565	4.0
84	511	4.0
3	1589	3.0
27	654	5.0
74	1058	3.0
5	46	5.0
97	242	3.0
55	834	5.0
8	1067	2.0
17	426	4.0
62	925	4.0
54	275	3.0
40	398	4.0
67	257	4.0
73	41	4.0
85	1090	4.0
29	6	5.0
68	722	2.0
5	945	4.0
61	1104	2.0
60	497	5.0
40	735	5.0
15	312	3.0
39	305	5.0
27	631	5.0
27	11	5.0
6	1138	3.0
60	691	3.0
24	82	4.0
35	358	5.0
88	288	3.0
15	13	4.0
13	400	1.0
47	653	5.0
49	152	4.0
17	260	3.0
97	256	4.0
36	1059	1.0
40	63	5.0
73	185	4.0
40	4	4.0
73	32	2.0
6	75	3.0
10	689	5.0
99	330	5.0
11	1050	4.0
70	1284	4.0
85	210	5.0
73	831	3.0
57	297	4.0
88	321	3.0
78	275	4.0
27	431	4.0
99	297	4.0
70	514	5.0
5	127	5.0
59	3	4.0
29	23	5.0
54	427	5.0
74	1087	1.0
18	209	3.0
60	545	3.0
82	596	4.0
55	194	4.0
22	378	2.0
71	277	3.0
11	746	3.0
88	268	4.0
49	132	4.0
52	299	2.0
47	473	5.0
29	551	3.0
11	716	3.0
73	174	1.0
70	317	5.0
35	679	5.0
31	1015	3.0
13	880	3.0
50	183	2.0
3	1651	1.0
81	309	4.0
82	830	5.0
10	936	4.0
13	1018	5.0
53	1099	2.0
46	257	5.0
6	1043	1.0
36	306	5.0
71	99	5.0
13	93	3.0
4	302	4.0
50	253	4.0
13	446	2.0
50	317	3.0
52	397	1.0
11	553	5.0
87	482	3.0
6	404	3.0
68	220	2.0
90	749	5.0
39	18	5.0
82	759	4.0
40	1411	1.0
13	126	5.0
40	470	5.0
73	247	3.0
76	503	5.0
86	303	3.0
62	201	2.0
73	133	4.0
6	210	1.0
78	407	5.0
73	410	3.0
10	242	5.0
74	461	2.0
73	44	3.0
13	923	5.0
51	332	3.0
53	197	4.0
52	470	4.0
85	520	5.0
60	1442	2.0
6	410	2.0
49	930	2.0
11	759	3.0
6	62	2.0
27	81	3.0
18	171	5.0
99	23	4.0
52	421	3.0
70	471	3.0
13	940	4.0
70	480	5.0
11	414	4.0
59	240	5.0
40	285	5.0
34	92	4.0
52	404	4.0
36	99	1.0
3	1190	3.0
89	259	5.0
49	120	5.0
29	382	2.0
9	299	4.0
5	608	4.0
57	419	3.0
27	469	3.0
93	49	5.0
73	187	3.0
71	285	4.0
77	408	4.0
49	322	5.0
4	345	4.0
39	513	3.0
6	61	3.0
60	181	4.0
24	207	4.0
71	256	4.0
70	156	5.0
6	801	2.0
26	281	3.0
11	226	5.0
74	290	5.0
60	142	3.0
70	207	4.0
29	1078	3.0
49	143	4.0
76	261	5.0
70	96	5.0
29	182	4.0
52	14	3.0
57	153	4.0
83	241	5.0
13	182	3.0
40	213	2.0
60	97	4.0
60	380	3.0
5	410	4.0
39	962	5.0
52	200	4.0
93	97	5.0
34	457	3.0
16	299	4.0
59	160	5.0
3	246	1.0
6	131	3.0
7	12	3.0
46	300	4.0
49	179	1.0
57	1436	2.0
24	7	4.0
24	203	5.0
60	430	5.0
44	160	5.0
13	1090	3.0
73	7	3.0
79	708	3.0
70	477	5.0
60	228	2.0
44	254	5.0
41	726	5.0
96	126	4.0
22	14	3.0
27	643	5.0
57	117	3.0
47	424	4.0
3	897	3.0
60	494	3.0
11	257	4.0
74	402	5.0
82	679	3.0
62	565	2.0
62	173	5.0
62	704	3.0
49	168	5.0
57	738	3.0
27	140	5.0
73	170	3.0
80	212	3.0
80	211	5.0
60	581	3.0
60	483	5.0
31	22	4.0
6	365	2.0
63	1006	4.0
47	487	4.0
62	237	4.0
67	57	3.0
6	195	2.0
85	1187	5.0
15	1622	4.0
17	275	2.0
29	404	3.0
40	968	4.0
66	306	4.0
15	542	3.0
85	431	5.0
6	95	4.0
49	176	5.0
9	327	3.0
92	596	2.0
70	109	3.0
67	174	4.0
92	281	3.0
51	553	3.0
72	323	2.0
13	228	4.0
39	37	3.0
29	251	3.0
13	356	3.0
86	270	5.0
49	194	5.0
6	818	3.0
27	554	4.0
40	402	5.0
87	384	4.0
71	279	3.0
6	966	2.0
33	10	5.0
60	526	5.0
3	303	4.0
43	292	4.0
93	185	4.0
27	71	5.0
5	377	5.0
5	86	5.0
57	256	5.0
11	731	4.0
36	234	1.0
53	505	2.0
33	21	4.0
73	848	3.0
82	331	1.0
88	323	3.0
11	385	1.0
76	497	4.0
6	96	3.0
86	268	4.0
67	385	3.0
74	976	5.0
36	193	3.0
70	429	5.0
5	595	5.0
27	68	5.0
35	340	5.0
5	278	5.0
70	10	3.0
59	185	4.0
73	734	4.0
53	305	5.0
60	662	4.0
11	83	1.0
73	992	3.0
20	194	1.0
82	1142	5.0
82	70	4.0
27	28	3.0
54	155	4.0
70	658	4.0
87	624	3.0
51	209	5.0
7	743	3.0
53	6	4.0
68	27	4.0
31	91	4.0
22	446	4.0
85	1262	4.0
6	100	3.0
74	929	2.0
59	14	3.0
45	99	3.0
82	247	4.0
70	287	4.0
22	128	4.0
86	901	3.0
50	807	3.0
8	115	5.0
44	87	4.0
32	110	3.0
22	474	4.0
50	66	5.0
49	177	4.0
49	78	5.0
49	290	3.0
60	653	4.0
52	227	4.0
22	1006	4.0
6	197	4.0
82	1033	1.0
67	356	4.0
98	285	5.0
13	11	5.0
60	80	3.0
40	229	2.0
60	1117	4.0
57	504	4.0
50	78	4.0
60	1208	3.0
28	301	4.0
2	1027	2.0
41	87	5.0
82	1257	3.0
18	407	5.0
70	124	4.0
74	120	3.0
67	96	3.0
33	49	5.0
68	1441	3.0
75	662	5.0
11	571	1.0
16	263	2.0
76	78	2.0
53	0	1.0
57	621	4.0
70	469	4.0
71	250	5.0
67	268	4.0
49	167	5.0
75	55	5.0
99	225	4.0
50	264	5.0
87	65	3.0
77	20	3.0
85	54	2.0
52	210	4.0
51	96	2.0
73	467	4.0
26	1162	2.0
29	558	4.0
74	464	3.0
16	878	4.0
70	272	4.0
57	727	3.0
47	474	2.0
11	6	5.0
91	738	2.0
46	321	3.0
50	409	3.0
73	318	3.0
85	139	5.0
44	442	3.0
81	677	2.0
61	348	3.0
26	268	4.0
57	182	3.0
3	1240	2.0
27	665	4.0
13	332	4.0
50	81	2.0
73	356	5.0
47	8	5.0
6	861	2.0
49	378	1.0
83	244	3.0
31	75	4.0
29	183	3.0
68	517	1.0
29	81	4.0
13	69	4.0
6	401	1.0
73	1435	3.0
46	267	4.0
59	280	3.0
4	307	2.0
70	0	5.0
84	164	4.0
44	16	4.0
14	354	4.0
73	290	3.0
70	796	4.0
31	507	4.0
29	430	5.0
49	144	4.0
62	1218	4.0
67	316	4.0
9	1433	1.0
96	132	4.0
80	472	3.0
74	90	1.0
68	96	5.0
67	553	4.0
27	671	1.0
67	239	3.0
68	364	3.0
94	156	4.0
11	301	3.0
11	50	5.0
11	832	3.0
75	65	4.0
5	1495	4.0
68	1380	3.0
13	81	4.0
8	14	3.0
11	760	1.0
11	923	5.0
57	154	3.0
53	237	4.0
55	106	4.0
77	1078	4.0
55	492	5.0
76	270	4.0
68	552	4.0
11	1303	1.0
31	245	5.0
49	662	1.0
27	494	5.0
85	451	2.0
27	427	5.0
6	204	1.0
40	471	4.0
73	762	3.0
73	285	2.0
3	1385	3.0
73	553	2.0
5	500	4.0
46	878	4.0
59	48	4.0
94	132	5.0
40	24	4.0
91	380	3.0
59	622	5.0
60	1009	3.0
55	483	4.0
49	293	3.0
93	88	4.0
13	61	3.0
40	522	4.0
85	731	4.0
46	14	3.0
0	299	3.0
73	272	4.0
3	899	3.0
85	200	2.0
58	288	3.0
51	357	3.0
88	301	4.0
74	23	3.0
13	921	3.0
33	88	5.0
1	739	4.0
53	1140	3.0
27	202	5.0
72	254	3.0
85	157	3.0
27	190	5.0
48	596	2.0
59	0	5.0
52	272	4.0
7	148	4.0
78	0	5.0
55	56	5.0
11	176	5.0
36	18	3.0
36	357	2.0
48	221	3.0
57	580	4.0
73	11	3.0
57	101	3.0
80	1371	4.0
22	256	4.0
60	1078	2.0
40	167	4.0
74	332	5.0
1	774	4.0
31	63	5.0
12	734	5.0
18	177	4.0
13	889	2.0
9	905	1.0
47	212	5.0
27	529	5.0
15	223	2.0
60	632	3.0
24	63	4.0
13	72	5.0
49	24	2.0
40	719	3.0
60	534	2.0
4	324	2.0
67	663	2.0
13	875	3.0
90	303	3.0
73	289	2.0
13	442	3.0
73	280	3.0
50	1046	3.0
49	66	4.0
3	532	2.0
13	384	3.0
39	738	1.0
13	677	1.0
18	117	4.0
50	755	1.0
3	126	4.0
49	363	5.0
67	1112	5.0
59	202	3.0
60	85	5.0
5	471	4.0
62	150	5.0
36	992	3.0
87	486	2.0
36	675	3.0
67	948	3.0
74	95	4.0
99	483	5.0
70	476	4.0
13	657	4.0
52	53	3.0
62	134	3.0
49	390	3.0
8	274	4.0
94	609	5.0
75	1053	1.0
75	341	5.0
24	183	4.0
27	675	3.0
59	661	4.0
85	178	5.0
5	691	5.0
63	346	4.0
73	67	2.0
49	87	4.0
67	25	4.0
99	485	4.0
39	282	5.0
22	451	3.0
13	22	4.0
53	268	5.0
13	394	3.0
13	800	3.0
11	201	4.0
28	257	3.0
40	472	4.0
86	749	4.0
41	184	5.0
35	331	5.0
3	936	1.0
28	269	4.0
50	159	4.0
1	96	5.0
87	180	3.0
59	560	4.0
30	24	2.0
62	759	5.0
41	285	4.0
50	384	3.0
99	206	5.0
21	146	4.0
67	180	4.0
18	150	3.0
7	116	3.0
39	401	3.0
27	184	5.0
70	63	4.0
41	434	4.0
50	199	4.0
27	430	4.0
95	289	4.0
11	191	5.0
11	57	5.0
67	479	5.0
47	179	5.0
4	310	3.0
82	986	1.0
73	293	3.0
49	1227	3.0
47	13	5.0
11	95	5.0
5	203	5.0
60	1284	3.0
3	260	2.0
60	167	5.0
38	124	4.0
67	218	2.0
94	24	5.0
70	624	3.0
94	457	4.0
31	401	2.0
53	174	4.0
6	117	3.0
60	630	4.0
78	345	3.0
87	504	2.0
67	450	3.0
1	1052	5.0
5	90	5.0
32	474	5.0
73	1114	2.0
82	341	2.0
2	470	3.0
27	596	3.0
13	467	5.0
83	537	3.0
60	232	3.0
17	687	2.0
67	830	2.0
73	57	3.0
11	32	5.0
63	749	4.0
3	1614	3.0
62	477	3.0
82	3	5.0
60	113	5.0
74	654	5.0
13	107	3.0
13	1302	2.0
9	287	1.0
74	287	5.0
11	1034	2.0
36	677	4.0
5	408	4.0
82	345	5.0
51	354	2.0
75	179	5.0
82	342	2.0
37	116	3.0
60	1437	1.0
44	10	4.0
67	1013	2.0
12	590	5.0
31	1034	3.0
70	647	4.0
49	522	3.0
36	1046	3.0
27	268	3.0
74	214	4.0
68	923	3.0
57	356	4.0
9	937	3.0
67	818	2.0
5	431	5.0
94	484	5.0
60	41	5.0
13	123	2.0
92	684	3.0
11	79	1.0
75	567	4.0
90	285	5.0
80	1009	4.0
37	522	2.0
89	338	3.0
17	839	4.0
18	519	4.0
38	256	3.0
12	14	5.0
70	494	4.0
74	870	4.0
26	1078	2.0
37	174	2.0
13	768	2.0
40	450	4.0
70	1223	4.0
70	611	5.0
15	1020	3.0
82	1675	2.0
90	310	4.0
67	575	3.0
22	1198	3.0
38	227	5.0
75	495	4.0
85	181	5.0
6	290	4.0
25	747	2.0
1	410	4.0
75	208	5.0
89	741	5.0
53	285	4.0
60	256	4.0
75	84	5.0
74	98	3.0
74	126	5.0
13	271	5.0
51	751	4.0
41	97	4.0
39	0	5.0
70	1117	3.0
5	64	5.0
85	70	5.0
37	105	4.0
57	81	4.0
83	300	2.0
99	167	5.0
53	867	4.0
11	362	4.0
51	894	3.0
73	457	3.0
49	762	2.0
51	49	5.0
24	398	3.0
67	231	3.0
60	355	3.0
1	844	3.0
67	299	3.0
40	576	3.0
49	1091	1.0
54	346	3.0
50	28	5.0
52	0	5.0
60	166	3.0
11	594	2.0
6	516	1.0
21	741	4.0
62	401	5.0
88	902	4.0
17	1083	5.0
53	734	4.0
44	840	2.0
49	780	4.0
52	240	3.0
60	762	4.0
49	185	5.0
73	297	3.0
82	594	3.0
78	1083	5.0
13	157	2.0
82	1131	3.0
11	626	3.0
31	47	5.0
60	590	3.0
43	172	4.0
9	876	2.0
67	653	3.0
14	322	2.0
6	510	4.0
3	1225	2.0
5	171	5.0
93	207	4.0
43	1134	5.0
85	185	5.0
11	741	5.0
68	320	2.0
49	116	2.0
37	708	4.0
13	222	1.0
42	314	5.0
57	1276	4.0
60	140	3.0
39	481	5.0
42	1292	5.0
57	484	4.0
59	193	4.0
59	446	3.0
31	650	4.0
47	1062	5.0
15	1157	4.0
29	62	4.0
29	221	4.0
60	206	4.0
31	683	4.0
62	213	5.0
67	614	3.0
60	57	4.0
55	284	3.0
13	350	4.0
50	654	4.0
49	68	1.0
40	87	4.0
16	321	3.0
11	745	5.0
85	172	5.0
50	91	3.0
27	201	3.0
46	325	3.0
49	67	1.0
91	1354	1.0
40	264	5.0
16	322	4.0
67	143	4.0
73	10	3.0
5	273	1.0
71	314	1.0
41	457	2.0
22	671	3.0
13	150	5.0
50	256	3.0
60	966	4.0
85	154	3.0
15	285	4.0
50	238	3.0
60	11	5.0
6	377	3.0
1	14	5.0
36	294	3.0
20	844	2.0
27	552	3.0
31	384	4.0
59	464	4.0
18	281	4.0
18	709	5.0
22	52	4.0
82	173	5.0
13	596	1.0
11	410	1.0
11	824	5.0
75	335	3.0
86	315	4.0
54	24	5.0
14	677	2.0
70	221	4.0
30	327	3.0
49	472	3.0
60	1011	3.0
25	1126	4.0
59	948	2.0
57	1040	3.0
60	527	4.0
85	183	5.0
50	627	3.0
13	153	5.0
87	27	2.0
13	249	4.0
0	1113	2.0
52	269	4.0
11	350	3.0
99	843	5.0
13	191	3.0
39	152	2.0
56	269	3.0
94	134	5.0
40	217	4.0
6	127	3.0
70	4	4.0
3	1536	3.0
50	392	3.0
90	747	4.0
80	116	3.0
70	130	4.0
3	263	4.0
73	63	5.0
12	683	5.0
3	1377	2.0
47	202	5.0
62	863	4.0
11	192	5.0
43	178	4.0
59	1053	3.0
85	150	5.0
27	194	5.0
74	454	2.0
15	729	3.0
11	420	4.0
50	30	4.0
57	401	4.0
13	32	4.0
60	1038	5.0
60	99	5.0
60	161	4.0
13	475	1.0
67	302	3.0
53	490	3.0
78	741	3.0
32	741	3.0
80	1366	4.0
62	198	4.0
4	261	1.0
28	330	2.0
67	686	2.0
70	191	5.0
27	150	4.0
36	122	3.0
37	254	3.0
3	1537	3.0
59	214	5.0
6	1015	3.0
74	245	4.0
57	971	3.0
82	817	2.0
94	68	5.0
90	327	4.0
11	33	4.0
31	16	4.0
62	442	5.0
51	537	5.0
49	440	3.0
68	386	4.0
40	64	3.0
59	224	4.0
92	120	3.0
41	65	1.0
42	339	4.0
28	285	3.0
91	780	5.0
36	845	4.0
35	321	3.0
58	236	3.0
24	55	3.0
85	385	3.0
27	100	5.0
6	471	1.0
13	548	3.0
25	270	1.0
52	650	5.0
27	561	5.0
82	1104	4.0
5	577	4.0
67	561	3.0
60	217	3.0
49	199	2.0
64	49	5.0
92	287	5.0
60	1295	2.0
44	257	5.0
85	53	5.0
73	17	2.0
93	178	4.0
57	715	4.0
6	142	3.0
6	1064	1.0
29	312	5.0
15	735	4.0
3	1416	2.0
29	560	4.0
22	925	2.0
7	1010	4.0
6	443	1.0
72	123	4.0
52	488	5.0
50	451	3.0
6	271	4.0
79	420	4.0
52	188	2.0
32	150	2.0
82	160	3.0
1	277	4.0
49	287	4.0
37	112	5.0
40	422	5.0
22	1186	4.0
73	1224	3.0
62	187	5.0
61	327	2.0
68	1043	3.0
49	94	3.0
87	434	3.0
67	163	4.0
67	281	4.0
11	685	3.0
49	779	1.0
32	590	3.0
40	236	4.0
27	586	4.0
56	299	4.0
94	632	5.0
3	990	2.0
40	6	5.0
27	178	5.0
68	661	5.0
82	329	3.0
39	296	5.0
5	430	3.0
11	475	5.0
11	1046	4.0
40	392	3.0
70	67	4.0
27	207	5.0
55	496	3.0
7	256	2.0
16	342	3.0
94	175	4.0
41	134	5.0
1	486	5.0
16	301	4.0
7	296	3.0
87	489	3.0
13	121	3.0
59	37	2.0
67	58	4.0
67	99	4.0
6	176	3.0
54	791	3.0
73	1271	3.0
39	245	5.0
15	1500	4.0
39	85	5.0
43	254	4.0
60	82	4.0
59	337	3.0
3	1661	4.0
13	719	4.0
13	127	4.0
43	474	5.0
24	171	5.0
89	274	4.0
52	215	3.0
0	545	4.0
71	299	4.0
27	26	4.0
87	567	2.0
82	880	3.0
11	874	4.0
27	21	5.0
40	418	4.0
52	132	2.0
73	432	3.0
6	49	5.0
49	861	1.0
82	263	2.0
68	236	3.0
13	49	5.0
66	287	4.0
23	900	4.0
37	125	5.0
5	256	5.0
29	215	3.0
48	274	5.0
41	317	3.0
0	119	3.0
49	103	1.0
84	508	3.0
3	1137	2.0
18	207	3.0
50	79	2.0
60	392	3.0
70	126	5.0
43	270	3.0
6	738	3.0
56	689	2.0
44	985	2.0
67	492	3.0
78	332	3.0
68	124	3.0
60	920	2.0
27	657	3.0
68	735	3.0
57	213	4.0
88	285	4.0
