user_id,movie_id,rating,timestamp
75,246,2,878179514
69,750,4,881105481
72,1485,3,878761751
54,127,4,891500028
48,222,4,878854051
43,1378,5,888633011
81,258,4,882476486
15,1010,4,892777825
7,934,1,882570077
63,29,3,886610523
61,588,3,889488679
6,54,5,882569771
61,258,4,891499243
49,315,2,877846793
20,676,5,886367406
4,633,4,880474293
6,222,5,887908861
100,416,3,891498030
6,831,5,886366558
86,179,3,888517740
61,258,2,879364822
83,148,3,885170330
3,206,1,884036365
79,1170,2,880177050
12,1195,4,879460547
51,1009,4,892131824
12,185,5,888891628
51,1054,5,891268653
28,220,2,885682295
94,670,1,889488679
30,1283,2,877214085
21,264,1,880178512
61,496,5,882386485
30,181,4,879442532
12,1221,2,881277750
22,491,4,884628644
51,882,3,881380218
61,670,4,881103896
92,879,2,881654635
51,48,3,888605273
56,678,4,879448087
20,258,3,891354053
68,538,3,880383358
4,264,3,879365169
61,376,3,875509832
17,117,3,882569881
54,435,4,891446371
4,463,5,875730279
65,739,4,881652813
64,124,1,888519207
22,855,2,892775547
54,358,3,886608977
12,191,5,891033927
57,189,4,884883476
48,286,5,880886546
21,240,2,888638547
37,748,4,891352984
4,148,3,888082584
57,783,4,888520923
41,468,5,883546677
7,839,2,881278061
66,303,5,886609469
12,585,3,881058201
4,649,5,892775723
44,286,2,879990531
51,186,3,880888390
12,628,3,882211924
74,51,4,880475561
88,990,3,881277267
51,286,3,891033380
89,71,4,880575531
74,222,3,881378325
20,815,5,880575163
4,496,4,875130100
12,604,3,882386629
5,229,2,879454950
78,127,4,888516865
32,1436,1,888522100
42,581,5,880181976
12,117,5,882385593
4,313,2,884064246
4,147,3,889151627
17,127,1,891500194
63,1114,3,892784672
45,849,3,880472250
61,387,2,884061084
74,96,4,875245374
4,751,4,881130076
21,304,1,880472435
66,763,5,875236281
12,596,1,891041705
32,342,3,882213535
78,947,1,880859385
81,1073,4,891388600
100,244,4,891497698
61,190,3,888523581
91,1291,1,880178449
4,595,4,885066537
50,663,4,879364883
91,230,4,891352261
16,118,5,879461898
68,480,1,882569881
44,1477,4,887910267
83,196,4,888637147
51,811,3,880434411
64,1142,3,892785091
9,286,4,884386260
51,546,2,887911545
12,785,4,879196517
51,463,3,878762087
81,568,5,885170516
30,28,5,878232961
94,251,1,880410674
1,88,5,882569732
1,200,5,888520864
14,595,3,886985079
1,561,4,880177131
51,763,2,891388501
56,1664,2,877196702
61,188,5,890862741
28,359,5,887831753
4,111,4,892132402
26,1079,3,891354288
30,418,5,888887216
12,179,3,881103508
59,191,4,891499278
51,1050,5,879297867
60,1344,2,876822811
12,127,4,879442532
61,667,4,888104313
91,405,3,882475972
6,670,5,879461084
60,1126,4,884368485
4,258,3,881105778
27,888,1,878718996
5,1446,1,881380025
97,580,4,883148669
14,824,3,879459791
53,357,2,891499278
74,831,4,887911974
55,115,4,888104281
88,234,2,879535392
51,899,3,888518206
51,671,4,879992310
78,258,4,888351623
51,1241,4,891193210
1,260,2,888979605
12,470,3,891033773
51,185,2,879365169
3,564,4,881105373
54,196,1,891286256
78,915,4,880181646
32,435,3,879481589
2,1076,2,880181515
80,820,4,883512658
44,1518,4,880475226
51,806,3,880472061
50,303,4,892784093
76,294,1,879443321
80,286,2,891193042
12,385,1,893276091
21,50,5,888887172
81,688,4,888632180
64,335,5,880152955
44,385,4,880434384
81,98,4,884881679
6,96,5,891218060
23,294,4,886608136
12,271,5,886608135
85,535,4,882211109
5,258,2,887909936
71,1110,2,882385118
63,323,3,891446783
39,452,3,881653224
62,504,3,891040560
76,258,5,881653155
12,56,5,881547938
4,322,2,888259984
60,1,5,881548053
7,235,5,891351201
90,490,4,878866951
62,1050,3,891033857
73,14,3,884064459
32,231,4,877995673
74,981,2,888633522
92,365,5,875730757
69,678,3,891436543
47,405,3,874767408
32,161,2,880474851
6,449,4,879434636
53,686,5,892775547
61,1513,4,881653244
28,1042,2,879298206
68,682,4,891283000
14,149,3,891498214
77,235,3,879436396
82,293,2,881547814
51,205,3,880382768
100,1262,3,884035936
61,1336,4,891351121
30,134,2,880152902
41,88,3,891032653
28,176,2,880180414
51,739,3,880180897
32,561,4,882911603
32,121,3,878854332
32,117,4,881381425
54,208,4,880474871
79,230,2,888521413
77,484,4,880574827
12,709,4,879437965
14,530,4,881132876
6,980,3,882385443
51,243,2,876018471
77,286,1,880470570
3,156,5,881381207
21,121,1,880153253
6,283,5,880178130
67,1007,4,886608743
21,185,3,891457538
63,315,3,888522073
86,448,4,875236512
47,720,3,881105587
95,820,4,891034285
33,264,2,879442794
1,245,3,891351772
100,1014,4,880177154
6,66,5,891434619
6,191,4,888979235
27,294,3,888521907
4,416,2,882912285
12,608,2,891388936
12,343,5,875504809
54,732,4,879990622
74,147,2,885775745
63,345,3,884338399
4,319,3,880886978
7,287,3,891350757
51,255,3,880858979
51,385,2,891956091
97,85,3,881105318
91,467,1,880475539
51,724,4,883949781
76,504,3,882212131
51,627,5,891957012
14,566,4,887838485
93,302,5,880434384
95,242,2,888890432
24,91,3,887910409
28,61,5,879959190
14,139,4,879459692
51,123,3,888979123
41,580,4,884222085
21,1068,1,886610649
19,205,1,879991493
6,595,5,884883578
63,888,1,880575107
100,1262,2,891956283
12,498,5,878866900
30,518,2,876822581
37,326,3,887123886
76,134,5,891500028
12,258,5,891281385
51,195,5,879466479
18,568,4,891192888
12,269,3,879438161
56,323,3,882386051
66,258,5,880153674
98,286,3,881654734
43,505,3,882569801
26,15,3,891435761
93,308,2,891500150
81,265,2,881105442
44,428,4,882385243
41,870,2,891268976
51,949,3,881105701
37,447,4,879561731
54,29,4,892782901
14,531,5,881377758
88,258,1,887839195
83,977,3,891458193
88,1017,1,880178248
14,258,5,880474871
55,308,5,884386260
32,294,3,888887437
74,258,3,874777735
96,930,3,882912261
82,323,3,879461399
48,431,2,880474530
71,441,3,880150040
79,191,2,880474612
78,258,4,876436556
4,176,3,892134010
58,96,3,891352010
60,150,5,888889948
21,385,3,888104030
51,28,4,881105778
71,926,1,891354499
24,218,5,891352778
14,157,5,879466062
60,262,4,887838485
62,433,3,888103812
75,654,3,891351653
48,258,5,886608212
53,451,3,879744014
61,88,3,891351384
4,255,3,875730719
61,843,2,892775389
61,746,3,880475644
4,866,2,888979721
55,234,5,891041551
6,258,5,892785223
12,269,2,879461179
100,62,3,882384821
88,198,1,882387233
32,1283,2,880886821
76,727,5,886608743
100,1087,4,888886946
76,282,5,880936863
91,258,4,881104481
96,578,4,891434733
91,447,2,881380067
4,423,1,881378669
63,1318,3,885328906
4,751,1,888636958
1,1439,4,886609149
51,121,3,888635180
97,48,3,880475408
67,847,3,892783212
48,286,5,891193016
6,81,3,876824266
4,315,2,892131978
20,425,5,882385519
51,236,2,882385118
70,770,4,891435526
4,96,2,888104281
97,258,3,891033697
12,1178,4,888635202
22,333,3,879438685
12,313,3,879465598
21,98,1,879465569
62,202,3,879465569
100,774,4,879561679
12,566,2,891033276
7,171,2,888103942
51,1072,3,887841073
1,128,5,881378896
28,303,4,891500066
51,520,4,875247833
87,532,3,886182827
33,502,4,891193210
21,316,5,879561782
65,405,1,882387164
71,1212,5,891498676
23,13,1,882384494
53,604,5,885075497
63,1,3,887250085
28,892,1,886607879
46,1007,5,891035309
2,222,5,891498030
44,250,4,878762243
28,837,3,879535392
96,117,4,879744287
59,455,4,877846793
58,105,2,879297965
80,286,1,879990430
61,315,5,886376983
91,824,4,891388250
4,504,2,878854247
42,482,3,880470282
98,31,5,891283124
72,141,5,881132958
91,802,2,885681982
63,304,4,886186811
6,955,5,882386895
42,172,4,880575002
28,949,3,880858792
28,82,5,891353860
1,457,4,889490151
91,1406,1,892696165
28,1263,3,888979605
89,222,4,880575531
51,137,3,881652629
4,243,3,888522755
97,636,5,885075304
86,504,4,884386260
4,1318,3,879563064
44,754,5,888888115
18,1253,2,879535207
4,1014,5,888635294
99,62,5,884035685
61,748,3,880178224
54,70,5,883512715
3,173,4,880383174
63,77,3,887912236
12,1303,5,891452276
4,617,4,879966209
4,619,2,888979721
97,174,5,883512856
66,181,5,880886546
7,1258,5,880182784
4,493,2,882387506
32,33,4,877196634
79,1336,3,888522260
4,1545,2,880410700
51,435,4,885170330
100,387,5,882910837
27,1067,2,880176984
12,313,5,880889475
93,85,5,891499611
50,899,3,884061343
41,195,5,891351728
95,315,4,886182827
86,1155,5,881103478
14,566,4,879993309
4,1673,3,879196517
21,283,5,891956283
7,585,3,888517197
72,420,4,880177503
79,685,3,891193242
51,989,4,875130063
59,602,2,882569771
90,168,3,884035892
65,477,3,875244125
32,977,3,875807019
87,276,4,888104030
86,542,4,875246506
4,732,3,881654545
46,306,5,888521090
1,200,4,884493279
54,73,3,892783451
57,189,4,884883476
63,579,3,888523581
12,206,3,878759474
71,941,3,875244232
53,833,2,888082742
27,291,2,885075367
58,1218,1,882385489
39,392,4,875730601
81,191,5,891451276
86,158,5,892778297
68,684,4,881702925
6,1051,4,879481495
32,56,5,891499370
58,286,5,892783365
63,639,2,879535713
91,187,1,881377893
56,198,4,880886546
12,258,5,880182270
63,258,3,880180765
51,768,4,891957012
4,474,4,886609263
78,162,5,891034023
4,185,2,880859446
18,525,4,886610341
54,591,4,879563201
78,265,4,891388250
12,646,5,879438817
53,625,4,880475504
91,1318,4,880433474
52,496,3,880332189
23,175,3,882590201
75,938,3,891498139
44,181,4,892783942
14,1673,1,886986237
63,191,5,880474955
51,417,2,880936022
95,222,4,891435266
86,222,1,887832433
68,95,4,888892091
12,246,5,875655986
30,191,2,891286059
51,25,3,880177906
51,339,5,891498766
21,172,2,881277267
7,1021,3,880153253
35,304,4,888517097
29,480,2,885682503
61,494,4,883546677
32,4,5,891352384
86,331,3,888632155
1,705,4,888979074
61,323,4,887123886
45,473,3,878866951
99,818,3,882385136
71,288,5,874778568
50,223,4,891206274
54,294,2,882477356
55,96,4,877196504
63,96,2,879991933
68,427,4,882475618
83,398,2,892783451
32,117,4,887909532
53,315,1,880575107
61,291,4,892785223
68,258,2,891499278
4,650,3,882387757
1,1014,5,881381679
95,389,4,876824266
61,748,4,878759560
4,331,2,879744287
53,123,1,891352626
4,1023,3,880382768
91,778,2,891034219
48,286,4,888632738
4,222,3,888082584
51,763,4,879434707
74,137,3,880575108
6,520,5,880148941
51,713,4,891955972
12,1488,5,887908861
53,123,1,882213535
20,239,3,891457493
71,1511,4,880475043
58,1615,4,881653890
12,583,3,879465934
100,290,3,884061807
23,566,2,880180817
21,20,1,881105246
100,1278,4,882212651
32,472,3,884882192
63,258,3,874778479
51,272,4,892777092
84,468,3,888104554
80,123,2,879435369
32,294,3,878762302
12,239,4,875562268
94,418,4,891352659
27,323,3,888103671
75,482,3,891497793
58,24,4,875129839
14,580,4,875506807
91,1518,3,891499370
12,1121,4,878866951
12,583,4,889125562
21,1135,1,888887402
58,763,2,875184682
4,307,5,885075824
28,332,5,874809057
78,435,4,880148941
12,1242,5,875245760
93,69,2,891352384
51,1284,2,884035774
51,327,5,877847025
39,291,5,890322242
4,1058,2,891500067
28,286,3,879298239
12,782,4,879465673
51,157,4,875246857
80,943,3,880575163
78,69,2,880180612
35,772,3,881379188
12,86,3,887249685
7,202,2,885075337
54,294,1,882892818
75,77,4,879435462
25,744,3,888979236
4,470,5,888633594
78,475,5,883512752
41,1084,4,891499611
83,96,3,888104522
63,245,3,891351772
93,22,4,890588639
86,887,4,892784093
51,258,4,886608643
12,294,5,891390521
7,596,5,881548053
42,66,4,880332089
61,1558,4,874728338
55,258,2,891352220
59,301,4,888517922
72,393,4,879434937
44,191,4,888521291
4,179,5,882570140
17,127,2,891388210
40,260,5,881548030
52,216,3,874778612
44,105,5,875244813
32,310,4,881377933
32,1158,1,887909911
62,681,2,886366770
41,179,4,887909595
32,34,5,878866636
51,206,5,875731022
4,332,2,881523787
50,1040,5,880475130
41,111,4,878719219
80,258,3,891626023
4,1418,4,880177648
51,524,4,879566291
32,993,4,880178204
64,178,5,888259984
51,1072,3,887249482
6,928,3,888521195
4,125,4,888082658
51,485,3,884368485
27,1095,4,879454754
12,458,4,892784479
51,490,4,882387773
39,96,3,888552017
7,125,3,880181275
4,88,3,881654846
6,478,5,884883149
21,638,4,891354471
30,1491,1,891033200
14,974,3,879448338
58,47,4,887124121
78,623,4,880153705
50,210,1,880886919
53,380,1,891388676
86,68,4,888104393
49,638,2,887840098
21,1653,2,880472344
51,761,2,879563226
53,521,4,891627857
4,470,4,879535015
51,548,3,875812281
44,903,4,886608296
86,514,5,887837918
6,458,4,882387757
68,315,4,891388210
65,319,2,890588878
28,325,5,879990923
63,323,3,882384847
32,682,1,888890380
70,276,3,891388210
94,190,4,879965704
14,825,5,874778181
4,75,4,880180101
51,234,4,880178204
77,326,2,879958444
2,412,5,879481424
56,906,2,888520864
86,435,1,882892755
15,222,4,891499213
28,201,4,880383467
18,271,1,891351328
4,421,3,880176984
69,431,4,891434619
27,258,5,888638248
22,201,4,880472435
6,140,4,875731776
27,326,3,887124121
23,391,5,886607642
4,561,3,879825382
61,88,2,888104393
4,367,2,886474010
99,739,5,891498381
51,1419,3,891500067
61,1225,5,892783025
12,1132,3,878719186
93,294,4,882912261
51,482,3,879365169
51,941,5,884408848
4,143,1,888517922
51,880,3,888979605
61,593,1,891436543
51,1207,3,891499611
39,508,3,891352093
12,1072,3,887910811
97,243,5,880434810
86,349,4,891283681
32,83,1,884064459
74,124,2,881104606
95,286,5,875129882
51,176,2,874809192
63,121,3,892784942
30,636,5,886608473
7,1033,3,879460236
66,483,5,875244331
58,93,3,883356591
23,258,5,881277357
86,330,3,884035685
32,795,2,879435896
61,705,3,892784672
88,98,3,888636992
19,172,5,891353051
63,356,4,882476261
4,294,2,886182632
63,220,5,880859722
28,808,5,891352557
1,156,2,891359418
100,270,4,888259984
91,172,5,888518639
35,1590,4,882569604
61,1219,3,884061459
88,125,1,879561755
6,947,1,891353444
63,22,3,879461741
90,588,5,891434733
97,104,4,879535663
41,204,3,882386171
83,143,2,884061623
61,196,5,891497963
51,772,4,888517792
93,744,3,884034800
61,101,4,891434733
25,286,3,881105625
85,930,5,882386260
12,1371,2,879825462
88,928,3,881652142
28,902,5,878761717
76,127,5,879481589
31,423,4,891034084
2,665,2,892775466
14,281,4,888887354
12,313,4,880474414
86,25,5,885682214
7,760,3,875812176
1,193,2,891436469
63,323,3,892133361
6,271,5,886610480
12,353,1,879958624
7,653,5,882387685
13,775,5,888887128
75,936,4,882476261
81,722,2,888104353
28,690,5,889489574
24,43,4,892784743
7,1068,4,888082612
56,779,4,877196702
53,1021,5,878866995
61,210,2,892778164
83,191,2,882212560
51,696,5,891498720
53,496,2,888522021
74,202,3,879434886
6,153,4,885775745
41,1534,4,892782936
68,1092,3,882570023
7,418,4,880575714
29,1605,2,890322242
51,274,4,881105657
97,258,5,891498513
76,417,3,891353325
50,96,4,879958664
12,97,5,888519519
56,1017,3,886608347
40,114,5,881654715
63,302,3,886985003
6,127,4,876823266
19,621,4,888103942
4,258,3,884057661
88,338,4,887124121
92,286,5,884057783
1,584,3,879959488
4,505,4,891352261
48,292,3,888523054
23,116,4,891193108
74,1009,2,885682562
77,521,4,882387474
96,210,4,884066799
63,496,2,877196634
4,258,3,886535827
61,978,3,884061623
73,358,2,877196567
4,70,3,888552017
61,385,4,882212200
64,971,3,891354331
62,281,1,888521465
74,50,5,891351813
56,117,3,891033773
4,892,5,891268622
57,17,5,891457749
51,161,3,877838977
91,294,1,880606620
30,200,3,891352134
14,455,4,892667653
1,258,5,883949781
12,341,3,891497698
6,120,5,891498766
51,286,5,890588878
48,576,2,888517537
12,32,2,886187414
30,582,4,891500230
16,649,4,891350932
44,24,4,891446887
57,713,3,888887172
4,237,2,886182632
100,2,5,881277931
51,282,3,880472454
21,588,5,888634784
61,1191,5,886367473
76,151,4,878867228
95,484,4,888520638
7,1385,3,882212708
17,728,3,886610174
62,137,3,881277267
32,15,5,891436543
1,873,1,891627606
4,1208,2,884057661
32,222,4,879563201
3,467,2,880474257
96,117,4,879563796
61,790,4,879958444
28,641,5,879564915
71,315,4,880434495
61,176,1,880474766
50,743,3,888551164
51,100,4,879744287
58,354,5,891352692
51,1435,4,881381425
4,288,2,886608380
72,65,3,888550774
28,632,5,888637147
69,197,4,879990744
40,96,5,888979606
51,458,5,880153406
14,82,3,891034366
12,459,1,889488548
32,554,3,880434810
53,496,4,879991105
63,430,5,892783829
5,875,1,882892818
14,250,2,886367508
78,825,5,886367366
51,462,4,891500194
23,238,4,879701326
7,280,2,885075337
4,1158,3,883148867
61,1590,3,888889863
4,16,2,879534667
23,174,5,884386260
41,258,5,881277357
51,26,2,879447977
51,207,1,884493279
42,181,4,891446783
28,527,4,879195156
61,1253,3,892785431
57,13,3,892776982
1,490,4,884036050
48,487,2,881653973
26,20,3,881059704
12,60,4,888887869
4,239,2,874789109
12,176,5,886353820
51,153,4,886608185
52,203,3,886377311
51,308,4,876823266
14,1405,2,888517390
4,843,4,888523323
7,1469,2,882385542
61,120,3,888888680
97,815,3,880177266
80,188,4,891499700
4,19,3,892784673
61,980,3,888980193
71,83,4,879448035
50,284,1,879563758
12,845,5,891284393
30,294,2,880475363
83,455,2,891434619
4,585,3,881058201
51,1367,2,891961166
52,68,3,880434318
48,531,4,884882078
54,744,4,882386006
51,1623,5,892302309
4,1664,2,885075367
80,655,3,891390544
54,529,4,882212373
3,240,5,882912205
61,271,4,884057578
4,1537,5,892784130
91,167,4,878854145
6,602,5,880575108
32,292,3,880858979
61,176,3,888636202
63,133,5,888979075
21,472,1,879465569
64,106,4,878762033
91,881,4,891353444
76,134,4,887831753
96,258,5,881548111
53,496,4,889125737
51,55,3,875245374
75,388,2,888522541
30,286,3,886183209
61,619,4,876822873
54,262,4,880383236
63,105,2,888104153
54,88,2,879364955
4,1218,3,891498512
94,288,3,891351432
66,570,5,880149197
14,179,2,889489837
91,151,4,881378896
12,586,3,891033697
3,1133,2,877196383
84,276,4,880606620
51,245,3,880332259
13,165,3,889488679
42,431,4,875811965
21,50,5,889488431
14,1473,5,882385808
23,323,3,881654545
21,286,3,879438319
62,566,5,888522260
7,831,4,892778035
61,1101,3,892783488
76,127,2,882385684
24,508,4,891206450
61,205,4,892785164
7,746,2,888632180
61,1391,2,892776420
63,475,3,879825383
50,898,3,885169052
30,82,2,886607845
74,541,3,891435680
56,761,2,882386785
53,1287,2,891192858
33,880,2,891353801
16,132,3,888082584
32,473,4,882384950
51,900,3,892783212
91,756,3,891390014
65,694,2,886184771
97,403,5,884365970
65,202,5,880474715
63,756,3,882386508
78,187,4,888082742
4,688,2,879993578
48,415,3,885075267
99,129,5,882212609
94,409,3,891352659
53,410,4,884493279
56,169,3,891961717
52,1218,2,888104554
53,14,4,881652709
28,1207,4,882384950
13,271,3,879461399
86,1018,4,892784166
30,72,5,878232961
12,1169,2,880177104
66,183,5,881277931
30,631,4,880177016
86,632,3,882386895
20,23,5,891626040
76,42,2,879434707
48,770,5,875129882
63,405,3,891033173
48,385,5,876824266
97,242,2,879454675
12,85,3,891353254
53,144,1,892782734
12,1007,4,888886984
61,718,4,891435731
7,486,3,891353828
29,286,5,879196105
4,269,2,880888037
66,117,5,882386357
56,456,4,886610682
51,604,3,891457905
57,14,4,882385749
100,888,4,882385294
75,151,5,888103942
28,303,5,884882407
12,864,4,892785056
7,878,4,881105778
51,1446,4,882385569
5,496,4,879700792
66,638,3,888103942
12,142,3,886608591
78,1044,3,888887502
69,177,3,879436396
62,678,4,882474378
48,1610,2,888635294
18,324,2,881378040
91,462,1,892133670
97,572,3,888082584
21,458,5,892776824
97,224,5,886353894
51,210,5,879364883
32,56,3,886608296
50,307,5,891434619
9,286,2,883356784
5,8,4,891627606
62,286,3,879563226
6,550,4,892783451
76,441,2,886610048
84,1454,5,885681886
22,419,2,891436469
14,160,4,882911603
42,127,4,879825488
91,53,4,879448035
83,483,2,885682635
4,748,3,888891154
6,56,5,875245350
7,763,2,874778065
96,268,3,891498267
78,301,3,891033718
28,449,4,888521833
4,203,3,887124376
74,301,5,888889863
97,258,5,885170476
60,337,3,886367955
1,1300,4,888636032
41,176,4,891388475
4,529,2,881523787
86,181,4,882893737
91,342,1,879481589
97,496,4,892784743
100,189,1,888103729
60,257,3,878854383
15,252,2,879990587
28,597,5,888888115
63,306,4,886609469
68,693,4,891499321
7,409,5,891350703
48,1255,3,880886855
79,556,2,879442761
61,227,3,884059027
72,276,3,879481550
37,326,3,879825462
51,876,5,877196702
6,506,4,887910409
6,299,3,882912371
91,323,3,885681982
71,203,5,879990556
4,1140,2,887840517
51,361,4,886608296
6,895,5,886986445
26,310,5,880888223
31,748,2,888888282
3,989,3,891436469
86,322,5,879461102
6,416,2,881654612
1,327,4,892782734
41,197,5,891499399
12,530,4,891351685
28,673,5,888551853
51,657,2,880182871
61,1009,3,886366731
14,447,4,886609726
12,181,4,888635050
44,22,4,879364669
35,722,3,891352220
12,313,3,879196709
66,789,5,891388090
86,110,5,888890432
21,183,1,879991630
7,458,5,888517628
53,433,4,881381207
40,305,3,882384870
32,291,3,879993886
14,562,4,888260089
63,684,5,886367442
28,496,1,891033349
88,684,5,891352220
63,511,4,887838624
94,600,4,891033327
4,301,3,880410599
44,315,1,889488679
12,271,1,891405721
96,300,4,888082099
52,108,2,888104554
32,521,5,879994113
4,1182,5,888890690
12,650,4,891451149
86,1323,4,884059027
66,326,5,886367100
12,1095,2,878576905
79,891,2,888634315
45,510,3,882386966
32,731,4,891390579
4,1376,3,879481386
36,258,5,881381740
100,985,4,884064459
51,1041,3,892784259
4,1469,3,878719448
61,599,2,882384579
4,1319,3,884490745
14,1626,4,886608212
58,528,4,892783711
4,455,2,879744015
53,584,3,888522021
71,139,4,891498676
39,538,3,880575108
51,148,4,888887402
63,232,4,886985695
96,1439,4,882387140
4,630,3,875185319
7,585,4,886367955
5,1,4,879825488
42,553,3,875509395
86,651,5,892776524
51,928,2,891192801
51,185,2,888890594
42,659,5,884067105
93,892,5,888889268
6,1207,1,891500066
56,678,3,880181191
30,481,3,886366916
4,831,2,887064320
20,405,5,881132958
51,762,3,882385705
30,242,4,886474538
58,384,2,885775831
32,496,2,882912261
30,576,4,891033725
1,475,4,879563367
5,1021,2,888550774
56,178,2,886368545
5,435,2,875731674
83,342,2,881653300
51,772,3,879991607
14,258,3,879744085
86,195,3,879454754
14,282,5,879459611
25,98,3,880475644
56,838,4,880474955
13,116,4,891499660
93,525,4,880475539
37,984,4,877196819
78,264,2,879744143
12,259,3,879447907
32,1107,5,876435435
51,583,4,875991047
54,24,4,891499699
6,50,5,888082742
6,331,5,880180784
68,258,1,883512623
44,229,4,887168978
62,271,3,885075399
51,72,5,891192836
73,31,4,891351624
28,332,5,885682006
86,345,3,888889948
4,93,3,880332215
53,202,4,880475539
61,566,5,888980193
70,384,5,875236281
6,210,5,886179161
90,403,2,892775970
51,126,5,879461800
61,619,3,879459791
4,566,4,881277750
21,1407,3,888888937
32,55,5,888979075
4,311,3,886184577
78,1074,3,880383098
76,127,5,879462062
54,351,4,884064459
28,286,4,892302309
32,260,4,882912150
7,191,4,881654134
61,1195,4,879434804
4,269,3,875429233
14,531,5,880148885
4,595,4,875247855
58,643,5,882386485
4,586,3,888636810
75,840,4,888521637
51,751,5,879561731
25,520,3,876823597
32,77,3,884059027
61,240,4,884492201
88,304,3,880575589
50,151,2,891446887
51,248,3,879825462
39,8,3,879447977
4,270,3,891033927
2,712,2,880180266
51,176,4,879434587
60,248,4,879958705
6,1091,4,882474587
72,632,4,875246209
48,662,1,882386071
51,1537,3,879535574
12,332,4,892785364
50,1406,4,881105778
96,300,4,884882192
40,264,2,892775970
19,171,4,879447940
60,1069,5,891282808
53,450,4,891627857
44,284,4,884628482
30,763,3,891352831
17,230,2,882211464
7,264,3,886609977
14,56,4,887840560
44,22,4,891955922
61,9,3,885075304
86,256,4,880858924
12,257,3,884066230
23,696,5,891498766
69,511,5,887837739
51,348,2,888103581
51,1534,4,892782936
97,174,5,882385136
